colonia,municipio,estado,anio,mes,tipo_residuo,toneladas_recolectadas,num_viajes,cobertura_pct,canon_cercano,fuente
Postal,Tijuana,Baja California,2021,Agosto,Mixto,20.45,5,90.8,Canon El Refugio,Ayuntamiento Tijuana / SEMARNAT
Postal,Tijuana,Baja California,2021,Enero,Metal,17.74,15,89.6,Canon La Morita,Ayuntamiento Tijuana / SEMARNAT
Postal,Tijuana,Baja California,2021,Junio,Mixto,5.74,14,68.1,N/A,Ayuntamiento Tijuana / SEMARNAT
Postal,Tijuana,Baja California,2022,Noviembre,Mixto,15.48,7,65.9,Canon Matamoros,Ayuntamiento Tijuana / SEMARNAT
Postal,Tijuana,Baja California,2022,Junio,Plastico,33.47,8,73.6,Canon La Morita,Ayuntamiento Tijuana / SEMARNAT
Postal,Tijuana,Baja California,2022,Abril,Plastico,28.4,1,77.6,Canon Los Laureles,Ayuntamiento Tijuana / SEMARNAT
Postal,Tijuana,Baja California,2022,Octubre,Papel/Carton,9.24,14,71.9,Canon Los Laureles,Ayuntamiento Tijuana / SEMARNAT
Postal,Tijuana,Baja California,2023,Agosto,Vidrio,1.37,8,97.8,Canon Los Laureles,Ayuntamiento Tijuana / SEMARNAT
Postal,Tijuana,Baja California,2023,Diciembre,Vidrio,16.71,6,71.8,Canon Matamoros,Ayuntamiento Tijuana / SEMARNAT
Postal,Tijuana,Baja California,2023,Septiembre,Papel/Carton,39.05,10,94.5,Canon El Florido,Ayuntamiento Tijuana / SEMARNAT
Postal,Tijuana,Baja California,2023,Noviembre,Plastico,14.74,7,86.8,Canon El Florido,Ayuntamiento Tijuana / SEMARNAT
Reforma,Tijuana,Baja California,2021,Agosto,Organico,27.59,3,63.6,N/A,Ayuntamiento Tijuana / SEMARNAT
Reforma,Tijuana,Baja California,2021,Noviembre,Papel/Carton,20.87,15,64.6,Canon La Morita,Ayuntamiento Tijuana / SEMARNAT
Reforma,Tijuana,Baja California,2021,Octubre,Papel/Carton,7.18,14,82.7,Canon Los Laureles,Ayuntamiento Tijuana / SEMARNAT
Reforma,Tijuana,Baja California,2021,Enero,Plastico,22.96,20,82.8,Canon Matamoros,Ayuntamiento Tijuana / SEMARNAT
Reforma,Tijuana,Baja California,2022,Noviembre,Sanitario,1.6,5,85.3,Canon Los Laureles,Ayuntamiento Tijuana / SEMARNAT
Reforma,Tijuana,Baja California,2022,Junio,Organico,8.8,4,80.2,N/A,Ayuntamiento Tijuana / SEMARNAT
Reforma,Tijuana,Baja California,2022,Septiembre,Mixto,14.25,2,64.0,Canon Los Laureles,Ayuntamiento Tijuana / SEMARNAT
Reforma,Tijuana,Baja California,2022,Diciembre,Plastico,40.0,11,86.3,Canon La Morita,Ayuntamiento Tijuana / SEMARNAT
Reforma,Tijuana,Baja California,2023,Noviembre,Metal,5.59,2,71.2,Canon Los Laureles,Ayuntamiento Tijuana / SEMARNAT
Reforma,Tijuana,Baja California,2023,Febrero,Plastico,2.96,16,83.3,Canon El Florido,Ayuntamiento Tijuana / SEMARNAT
Reforma,Tijuana,Baja California,2023,Enero,Metal,4.88,12,89.5,Canon El Florido,Ayuntamiento Tijuana / SEMARNAT
Reforma,Tijuana,Baja California,2023,Diciembre,Plastico,14.31,4,71.4,N/A,Ayuntamiento Tijuana / SEMARNAT
Buena Vista,Tijuana,Baja California,2021,Noviembre,Organico,24.3,11,93.0,Canon El Florido,Ayuntamiento Tijuana / SEMARNAT
Buena Vista,Tijuana,Baja California,2021,Julio,Sanitario,3.86,10,92.0,Canon Los Laureles,Ayuntamiento Tijuana / SEMARNAT
Buena Vista,Tijuana,Baja California,2021,Octubre,Vidrio,3.78,16,88.5,Canon La Morita,Ayuntamiento Tijuana / SEMARNAT
Buena Vista,Tijuana,Baja California,2021,Mayo,Sanitario,44.55,5,84.3,Canon Los Laureles,Ayuntamiento Tijuana / SEMARNAT
Buena Vista,Tijuana,Baja California,2022,Julio,Metal,18.43,7,81.7,Canon La Morita,Ayuntamiento Tijuana / SEMARNAT
Buena Vista,Tijuana,Baja California,2022,Enero,Vidrio,42.93,2,95.3,Canon Matamoros,Ayuntamiento Tijuana / SEMARNAT
Buena Vista,Tijuana,Baja California,2022,Agosto,Plastico,14.14,20,90.3,Canon Los Laureles,Ayuntamiento Tijuana / SEMARNAT
Buena Vista,Tijuana,Baja California,2022,Mayo,Sanitario,36.83,18,78.9,N/A,Ayuntamiento Tijuana / SEMARNAT
Buena Vista,Tijuana,Baja California,2023,Diciembre,Vidrio,25.4,16,89.8,Canon Matamoros,Ayuntamiento Tijuana / SEMARNAT
Buena Vista,Tijuana,Baja California,2023,Marzo,Organico,15.66,9,91.0,Canon El Florido,Ayuntamiento Tijuana / SEMARNAT
Buena Vista,Tijuana,Baja California,2023,Julio,Metal,5.62,14,84.0,Canon Matamoros,Ayuntamiento Tijuana / SEMARNAT
Buena Vista,Tijuana,Baja California,2023,Agosto,Vidrio,32.22,1,60.5,Canon Los Laureles,Ayuntamiento Tijuana / SEMARNAT
Presa Escondida,Tijuana,Baja California,2021,Julio,Plastico,35.22,8,81.3,Canon La Morita,Ayuntamiento Tijuana / SEMARNAT
Presa Escondida,Tijuana,Baja California,2021,Mayo,Mixto,38.25,20,89.4,N/A,Ayuntamiento Tijuana / SEMARNAT
Presa Escondida,Tijuana,Baja California,2021,Junio,Organico,19.92,5,83.4,N/A,Ayuntamiento Tijuana / SEMARNAT
Presa Escondida,Tijuana,Baja California,2021,Agosto,Plastico,41.43,2,79.3,Canon El Florido,Ayuntamiento Tijuana / SEMARNAT
Presa Escondida,Tijuana,Baja California,2022,Abril,Organico,29.63,11,70.5,Canon La Morita,Ayuntamiento Tijuana / SEMARNAT
Presa Escondida,Tijuana,Baja California,2022,Julio,Plastico,39.43,16,96.1,Canon Matamoros,Ayuntamiento Tijuana / SEMARNAT
Presa Escondida,Tijuana,Baja California,2022,Marzo,Plastico,9.43,18,94.1,N/A,Ayuntamiento Tijuana / SEMARNAT
Presa Escondida,Tijuana,Baja California,2022,Mayo,Papel/Carton,28.81,2,62.9,Canon Matamoros,Ayuntamiento Tijuana / SEMARNAT
Presa Escondida,Tijuana,Baja California,2023,Octubre,Vidrio,37.75,18,69.8,Canon El Florido,Ayuntamiento Tijuana / SEMARNAT
Presa Escondida,Tijuana,Baja California,2023,Noviembre,Organico,42.12,13,84.8,Canon Los Laureles,Ayuntamiento Tijuana / SEMARNAT
Presa Escondida,Tijuana,Baja California,2023,Agosto,Metal,6.93,14,91.4,Canon La Morita,Ayuntamiento Tijuana / SEMARNAT
Presa Escondida,Tijuana,Baja California,2023,Febrero,Plastico,15.27,4,92.9,Canon La Morita,Ayuntamiento Tijuana / SEMARNAT
Centro Civico,Mexicali,Baja California,2021,Septiembre,Plastico,6.37,13,85.5,N/A,Ayuntamiento Tijuana / SEMARNAT
Centro Civico,Mexicali,Baja California,2021,Abril,Papel/Carton,10.85,9,61.2,N/A,Ayuntamiento Tijuana / SEMARNAT
Centro Civico,Mexicali,Baja California,2021,Junio,Mixto,22.58,8,71.4,N/A,Ayuntamiento Tijuana / SEMARNAT
Centro Civico,Mexicali,Baja California,2021,Agosto,Organico,39.52,15,67.9,N/A,Ayuntamiento Tijuana / SEMARNAT
Centro Civico,Mexicali,Baja California,2022,Enero,Organico,1.16,6,75.6,N/A,Ayuntamiento Tijuana / SEMARNAT
Centro Civico,Mexicali,Baja California,2022,Febrero,Mixto,4.94,6,88.2,N/A,Ayuntamiento Tijuana / SEMARNAT
Centro Civico,Mexicali,Baja California,2022,Marzo,Metal,13.31,18,90.0,N/A,Ayuntamiento Tijuana / SEMARNAT
Centro Civico,Mexicali,Baja California,2022,Octubre,Papel/Carton,38.52,12,79.3,N/A,Ayuntamiento Tijuana / SEMARNAT
Centro Civico,Mexicali,Baja California,2023,Febrero,Papel/Carton,30.42,14,82.5,N/A,Ayuntamiento Tijuana / SEMARNAT
Centro Civico,Mexicali,Baja California,2023,Octubre,Vidrio,5.41,20,83.0,N/A,Ayuntamiento Tijuana / SEMARNAT
Centro Civico,Mexicali,Baja California,2023,Septiembre,Mixto,35.54,18,73.8,N/A,Ayuntamiento Tijuana / SEMARNAT
Centro Civico,Mexicali,Baja California,2023,Diciembre,Vidrio,8.69,18,80.6,N/A,Ayuntamiento Tijuana / SEMARNAT
Pueblo Nuevo,Mexicali,Baja California,2021,Noviembre,Metal,4.96,5,69.3,N/A,Ayuntamiento Tijuana / SEMARNAT
Pueblo Nuevo,Mexicali,Baja California,2021,Agosto,Mixto,24.2,2,78.8,N/A,Ayuntamiento Tijuana / SEMARNAT
Pueblo Nuevo,Mexicali,Baja California,2021,Diciembre,Plastico,17.79,6,74.2,N/A,Ayuntamiento Tijuana / SEMARNAT
Pueblo Nuevo,Mexicali,Baja California,2021,Enero,Sanitario,0.67,20,80.3,N/A,Ayuntamiento Tijuana / SEMARNAT
Pueblo Nuevo,Mexicali,Baja California,2022,Marzo,Metal,43.17,7,65.7,N/A,Ayuntamiento Tijuana / SEMARNAT
Pueblo Nuevo,Mexicali,Baja California,2022,Diciembre,Organico,31.54,1,91.4,N/A,Ayuntamiento Tijuana / SEMARNAT
Pueblo Nuevo,Mexicali,Baja California,2022,Octubre,Vidrio,20.99,13,88.3,N/A,Ayuntamiento Tijuana / SEMARNAT
Pueblo Nuevo,Mexicali,Baja California,2022,Noviembre,Organico,41.9,13,81.4,N/A,Ayuntamiento Tijuana / SEMARNAT
Pueblo Nuevo,Mexicali,Baja California,2023,Septiembre,Plastico,22.97,12,88.4,N/A,Ayuntamiento Tijuana / SEMARNAT
Pueblo Nuevo,Mexicali,Baja California,2023,Diciembre,Vidrio,26.43,19,70.9,N/A,Ayuntamiento Tijuana / SEMARNAT
Pueblo Nuevo,Mexicali,Baja California,2023,Agosto,Mixto,25.79,7,81.2,N/A,Ayuntamiento Tijuana / SEMARNAT
Pueblo Nuevo,Mexicali,Baja California,2023,Febrero,Vidrio,41.43,4,93.0,N/A,Ayuntamiento Tijuana / SEMARNAT
Nueva Ciudad,Mexicali,Baja California,2021,Diciembre,Plastico,38.66,17,69.3,N/A,Ayuntamiento Tijuana / SEMARNAT
Nueva Ciudad,Mexicali,Baja California,2021,Octubre,Mixto,12.57,14,65.5,N/A,Ayuntamiento Tijuana / SEMARNAT
Nueva Ciudad,Mexicali,Baja California,2021,Febrero,Sanitario,16.41,19,60.3,N/A,Ayuntamiento Tijuana / SEMARNAT
Nueva Ciudad,Mexicali,Baja California,2021,Septiembre,Organico,38.16,4,87.0,N/A,Ayuntamiento Tijuana / SEMARNAT
Nueva Ciudad,Mexicali,Baja California,2022,Marzo,Sanitario,18.1,14,68.1,N/A,Ayuntamiento Tijuana / SEMARNAT
Nueva Ciudad,Mexicali,Baja California,2022,Octubre,Organico,44.67,14,94.9,N/A,Ayuntamiento Tijuana / SEMARNAT
Nueva Ciudad,Mexicali,Baja California,2022,Septiembre,Organico,6.25,15,71.4,N/A,Ayuntamiento Tijuana / SEMARNAT
Nueva Ciudad,Mexicali,Baja California,2022,Enero,Mixto,42.72,7,93.3,N/A,Ayuntamiento Tijuana / SEMARNAT
Nueva Ciudad,Mexicali,Baja California,2023,Diciembre,Sanitario,32.2,2,87.9,N/A,Ayuntamiento Tijuana / SEMARNAT
Nueva Ciudad,Mexicali,Baja California,2023,Mayo,Papel/Carton,1.68,14,66.8,N/A,Ayuntamiento Tijuana / SEMARNAT
Nueva Ciudad,Mexicali,Baja California,2023,Febrero,Papel/Carton,34.53,4,75.8,N/A,Ayuntamiento Tijuana / SEMARNAT
Nueva Ciudad,Mexicali,Baja California,2023,Septiembre,Mixto,13.18,20,68.0,N/A,Ayuntamiento Tijuana / SEMARNAT
Division del Norte,Mexicali,Baja California,2021,Septiembre,Mixto,25.92,11,63.7,N/A,Ayuntamiento Tijuana / SEMARNAT
Division del Norte,Mexicali,Baja California,2021,Agosto,Sanitario,20.92,13,82.2,N/A,Ayuntamiento Tijuana / SEMARNAT
Division del Norte,Mexicali,Baja California,2021,Noviembre,Mixto,30.93,20,68.9,N/A,Ayuntamiento Tijuana / SEMARNAT
Division del Norte,Mexicali,Baja California,2021,Marzo,Sanitario,19.27,19,63.8,N/A,Ayuntamiento Tijuana / SEMARNAT
Division del Norte,Mexicali,Baja California,2022,Enero,Papel/Carton,13.31,3,85.6,N/A,Ayuntamiento Tijuana / SEMARNAT
Division del Norte,Mexicali,Baja California,2022,Marzo,Organico,30.84,10,68.8,N/A,Ayuntamiento Tijuana / SEMARNAT
Division del Norte,Mexicali,Baja California,2022,Junio,Plastico,34.43,2,81.3,N/A,Ayuntamiento Tijuana / SEMARNAT
Division del Norte,Mexicali,Baja California,2022,Julio,Vidrio,18.69,2,71.3,N/A,Ayuntamiento Tijuana / SEMARNAT
Division del Norte,Mexicali,Baja California,2023,Febrero,Metal,40.96,20,62.8,N/A,Ayuntamiento Tijuana / SEMARNAT
Division del Norte,Mexicali,Baja California,2023,Junio,Metal,26.4,15,61.6,N/A,Ayuntamiento Tijuana / SEMARNAT
Division del Norte,Mexicali,Baja California,2023,Abril,Papel/Carton,7.63,9,67.1,N/A,Ayuntamiento Tijuana / SEMARNAT
Division del Norte,Mexicali,Baja California,2023,Octubre,Organico,30.91,14,63.4,N/A,Ayuntamiento Tijuana / SEMARNAT
Benito Juarez,Mexicali,Baja California,2021,Julio,Mixto,6.99,10,87.5,N/A,Ayuntamiento Tijuana / SEMARNAT
Benito Juarez,Mexicali,Baja California,2021,Octubre,Metal,18.4,10,90.5,N/A,Ayuntamiento Tijuana / SEMARNAT
Benito Juarez,Mexicali,Baja California,2021,Junio,Organico,19.47,13,63.8,N/A,Ayuntamiento Tijuana / SEMARNAT
Benito Juarez,Mexicali,Baja California,2021,Mayo,Mixto,29.32,17,78.0,N/A,Ayuntamiento Tijuana / SEMARNAT
Benito Juarez,Mexicali,Baja California,2022,Septiembre,Plastico,27.53,17,81.1,N/A,Ayuntamiento Tijuana / SEMARNAT
Benito Juarez,Mexicali,Baja California,2022,Abril,Metal,6.23,18,89.4,N/A,Ayuntamiento Tijuana / SEMARNAT
Benito Juarez,Mexicali,Baja California,2022,Mayo,Sanitario,37.24,6,88.2,N/A,Ayuntamiento Tijuana / SEMARNAT
Benito Juarez,Mexicali,Baja California,2022,Febrero,Mixto,38.71,14,92.9,N/A,Ayuntamiento Tijuana / SEMARNAT
Benito Juarez,Mexicali,Baja California,2023,Agosto,Sanitario,4.76,17,96.3,N/A,Ayuntamiento Tijuana / SEMARNAT
Benito Juarez,Mexicali,Baja California,2023,Enero,Plastico,35.15,12,93.4,N/A,Ayuntamiento Tijuana / SEMARNAT
Benito Juarez,Mexicali,Baja California,2023,Febrero,Organico,9.94,1,83.9,N/A,Ayuntamiento Tijuana / SEMARNAT
Benito Juarez,Mexicali,Baja California,2023,Junio,Vidrio,0.53,1,73.3,N/A,Ayuntamiento Tijuana / SEMARNAT
Heroes de la Revolucion,Mexicali,Baja California,2021,Abril,Papel/Carton,5.96,19,78.4,N/A,Ayuntamiento Tijuana / SEMARNAT
Heroes de la Revolucion,Mexicali,Baja California,2021,Mayo,Mixto,29.59,16,93.6,N/A,Ayuntamiento Tijuana / SEMARNAT
Heroes de la Revolucion,Mexicali,Baja California,2021,Septiembre,Organico,28.54,4,66.8,N/A,Ayuntamiento Tijuana / SEMARNAT
Heroes de la Revolucion,Mexicali,Baja California,2021,Julio,Plastico,24.22,20,93.4,N/A,Ayuntamiento Tijuana / SEMARNAT
Heroes de la Revolucion,Mexicali,Baja California,2022,Noviembre,Vidrio,22.0,5,76.6,N/A,Ayuntamiento Tijuana / SEMARNAT
Heroes de la Revolucion,Mexicali,Baja California,2022,Julio,Organico,29.98,5,97.6,N/A,Ayuntamiento Tijuana / SEMARNAT
Heroes de la Revolucion,Mexicali,Baja California,2022,Febrero,Mixto,14.99,8,93.4,N/A,Ayuntamiento Tijuana / SEMARNAT
Heroes de la Revolucion,Mexicali,Baja California,2022,Diciembre,Papel/Carton,16.14,2,73.1,N/A,Ayuntamiento Tijuana / SEMARNAT
Heroes de la Revolucion,Mexicali,Baja California,2023,Diciembre,Vidrio,44.4,16,77.2,N/A,Ayuntamiento Tijuana / SEMARNAT
Heroes de la Revolucion,Mexicali,Baja California,2023,Febrero,Organico,26.4,5,80.7,N/A,Ayuntamiento Tijuana / SEMARNAT
Heroes de la Revolucion,Mexicali,Baja California,2023,Mayo,Papel/Carton,31.58,18,84.4,N/A,Ayuntamiento Tijuana / SEMARNAT
Heroes de la Revolucion,Mexicali,Baja California,2023,Agosto,Papel/Carton,18.67,18,88.1,N/A,Ayuntamiento Tijuana / SEMARNAT
Lazaro Cardenas,Mexicali,Baja California,2021,Enero,Organico,31.87,10,94.6,N/A,Ayuntamiento Tijuana / SEMARNAT
Lazaro Cardenas,Mexicali,Baja California,2021,Julio,Vidrio,25.09,16,93.6,N/A,Ayuntamiento Tijuana / SEMARNAT
Lazaro Cardenas,Mexicali,Baja California,2021,Diciembre,Vidrio,25.37,12,61.8,N/A,Ayuntamiento Tijuana / SEMARNAT
Lazaro Cardenas,Mexicali,Baja California,2021,Mayo,Metal,24.39,2,81.8,N/A,Ayuntamiento Tijuana / SEMARNAT
Lazaro Cardenas,Mexicali,Baja California,2022,Mayo,Organico,27.94,20,62.4,N/A,Ayuntamiento Tijuana / SEMARNAT
Lazaro Cardenas,Mexicali,Baja California,2022,Octubre,Metal,19.56,4,85.1,N/A,Ayuntamiento Tijuana / SEMARNAT
Lazaro Cardenas,Mexicali,Baja California,2022,Junio,Papel/Carton,33.37,8,62.7,N/A,Ayuntamiento Tijuana / SEMARNAT
Lazaro Cardenas,Mexicali,Baja California,2022,Abril,Vidrio,24.46,11,88.6,N/A,Ayuntamiento Tijuana / SEMARNAT
Lazaro Cardenas,Mexicali,Baja California,2023,Septiembre,Mixto,5.9,9,63.2,N/A,Ayuntamiento Tijuana / SEMARNAT
Lazaro Cardenas,Mexicali,Baja California,2023,Julio,Vidrio,39.96,15,79.4,N/A,Ayuntamiento Tijuana / SEMARNAT
Lazaro Cardenas,Mexicali,Baja California,2023,Agosto,Plastico,5.67,13,82.6,N/A,Ayuntamiento Tijuana / SEMARNAT
Lazaro Cardenas,Mexicali,Baja California,2023,Noviembre,Metal,31.96,9,85.0,N/A,Ayuntamiento Tijuana / SEMARNAT
Pro Hogar,Mexicali,Baja California,2021,Marzo,Sanitario,20.96,4,89.2,N/A,Ayuntamiento Tijuana / SEMARNAT
Pro Hogar,Mexicali,Baja California,2021,Julio,Metal,30.97,14,71.9,N/A,Ayuntamiento Tijuana / SEMARNAT
Pro Hogar,Mexicali,Baja California,2021,Abril,Papel/Carton,41.98,9,64.2,N/A,Ayuntamiento Tijuana / SEMARNAT
Pro Hogar,Mexicali,Baja California,2021,Enero,Organico,32.27,1,80.5,N/A,Ayuntamiento Tijuana / SEMARNAT
Pro Hogar,Mexicali,Baja California,2022,Julio,Mixto,36.13,11,77.7,N/A,Ayuntamiento Tijuana / SEMARNAT
Pro Hogar,Mexicali,Baja California,2022,Febrero,Vidrio,20.44,18,97.8,N/A,Ayuntamiento Tijuana / SEMARNAT
Pro Hogar,Mexicali,Baja California,2022,Mayo,Metal,7.28,13,93.5,N/A,Ayuntamiento Tijuana / SEMARNAT
Pro Hogar,Mexicali,Baja California,2022,Agosto,Metal,9.71,20,92.6,N/A,Ayuntamiento Tijuana / SEMARNAT
Pro Hogar,Mexicali,Baja California,2023,Agosto,Organico,33.98,3,90.8,N/A,Ayuntamiento Tijuana / SEMARNAT
Pro Hogar,Mexicali,Baja California,2023,Abril,Vidrio,33.28,13,90.5,N/A,Ayuntamiento Tijuana / SEMARNAT
Pro Hogar,Mexicali,Baja California,2023,Octubre,Sanitario,31.41,14,76.7,N/A,Ayuntamiento Tijuana / SEMARNAT
Pro Hogar,Mexicali,Baja California,2023,Noviembre,Metal,32.66,8,93.1,N/A,Ayuntamiento Tijuana / SEMARNAT
Conjunto Urbano,Mexicali,Baja California,2021,Noviembre,Mixto,35.61,3,72.3,N/A,Ayuntamiento Tijuana / SEMARNAT
Conjunto Urbano,Mexicali,Baja California,2021,Agosto,Vidrio,38.7,18,70.8,N/A,Ayuntamiento Tijuana / SEMARNAT
Conjunto Urbano,Mexicali,Baja California,2021,Septiembre,Mixto,17.91,20,89.7,N/A,Ayuntamiento Tijuana / SEMARNAT
Conjunto Urbano,Mexicali,Baja California,2021,Octubre,Papel/Carton,41.56,16,62.7,N/A,Ayuntamiento Tijuana / SEMARNAT
Conjunto Urbano,Mexicali,Baja California,2022,Diciembre,Vidrio,17.32,7,78.3,N/A,Ayuntamiento Tijuana / SEMARNAT
Conjunto Urbano,Mexicali,Baja California,2022,Junio,Metal,15.62,4,94.9,N/A,Ayuntamiento Tijuana / SEMARNAT
Conjunto Urbano,Mexicali,Baja California,2022,Febrero,Vidrio,6.72,6,81.8,N/A,Ayuntamiento Tijuana / SEMARNAT
Conjunto Urbano,Mexicali,Baja California,2022,Julio,Metal,16.14,4,73.3,N/A,Ayuntamiento Tijuana / SEMARNAT
Conjunto Urbano,Mexicali,Baja California,2023,Diciembre,Plastico,23.22,6,91.7,N/A,Ayuntamiento Tijuana / SEMARNAT
Conjunto Urbano,Mexicali,Baja California,2023,Octubre,Metal,14.99,1,60.2,N/A,Ayuntamiento Tijuana / SEMARNAT
Conjunto Urbano,Mexicali,Baja California,2023,Abril,Organico,20.72,9,98.0,N/A,Ayuntamiento Tijuana / SEMARNAT
Conjunto Urbano,Mexicali,Baja California,2023,Agosto,Mixto,21.1,20,78.5,N/A,Ayuntamiento Tijuana / SEMARNAT
Centro,Ensenada,Baja California,2021,Octubre,Papel/Carton,29.83,18,67.4,N/A,Ayuntamiento Tijuana / SEMARNAT
Centro,Ensenada,Baja California,2021,Julio,Metal,41.64,20,94.1,N/A,Ayuntamiento Tijuana / SEMARNAT
Centro,Ensenada,Baja California,2021,Diciembre,Sanitario,7.59,3,68.8,N/A,Ayuntamiento Tijuana / SEMARNAT
Centro,Ensenada,Baja California,2021,Abril,Sanitario,18.98,7,85.6,N/A,Ayuntamiento Tijuana / SEMARNAT
Centro,Ensenada,Baja California,2022,Septiembre,Organico,13.38,12,78.0,N/A,Ayuntamiento Tijuana / SEMARNAT
Centro,Ensenada,Baja California,2022,Febrero,Sanitario,40.59,12,91.4,N/A,Ayuntamiento Tijuana / SEMARNAT
Centro,Ensenada,Baja California,2022,Enero,Organico,10.28,6,69.7,N/A,Ayuntamiento Tijuana / SEMARNAT
Centro,Ensenada,Baja California,2022,Marzo,Papel/Carton,10.21,5,85.0,N/A,Ayuntamiento Tijuana / SEMARNAT
Centro,Ensenada,Baja California,2023,Octubre,Papel/Carton,26.93,8,69.4,N/A,Ayuntamiento Tijuana / SEMARNAT
Centro,Ensenada,Baja California,2023,Julio,Organico,13.31,9,78.8,N/A,Ayuntamiento Tijuana / SEMARNAT
Centro,Ensenada,Baja California,2023,Diciembre,Plastico,22.54,20,77.7,N/A,Ayuntamiento Tijuana / SEMARNAT
Centro,Ensenada,Baja California,2023,Febrero,Papel/Carton,22.61,20,93.6,N/A,Ayuntamiento Tijuana / SEMARNAT
Chapultepec,Ensenada,Baja California,2021,Junio,Plastico,5.28,9,94.5,N/A,Ayuntamiento Tijuana / SEMARNAT
Chapultepec,Ensenada,Baja California,2021,Febrero,Papel/Carton,24.12,14,79.2,N/A,Ayuntamiento Tijuana / SEMARNAT
Chapultepec,Ensenada,Baja California,2021,Enero,Plastico,43.33,12,84.3,N/A,Ayuntamiento Tijuana / SEMARNAT
Chapultepec,Ensenada,Baja California,2021,Abril,Sanitario,27.66,10,93.8,N/A,Ayuntamiento Tijuana / SEMARNAT
Chapultepec,Ensenada,Baja California,2022,Agosto,Plastico,42.78,17,90.0,N/A,Ayuntamiento Tijuana / SEMARNAT
Chapultepec,Ensenada,Baja California,2022,Marzo,Sanitario,20.93,2,70.0,N/A,Ayuntamiento Tijuana / SEMARNAT
Chapultepec,Ensenada,Baja California,2022,Febrero,Metal,0.8,7,74.9,N/A,Ayuntamiento Tijuana / SEMARNAT
Chapultepec,Ensenada,Baja California,2022,Diciembre,Metal,23.91,13,86.1,N/A,Ayuntamiento Tijuana / SEMARNAT
Chapultepec,Ensenada,Baja California,2023,Junio,Organico,7.22,2,84.7,N/A,Ayuntamiento Tijuana / SEMARNAT
Chapultepec,Ensenada,Baja California,2023,Enero,Metal,9.8,5,94.9,N/A,Ayuntamiento Tijuana / SEMARNAT
Chapultepec,Ensenada,Baja California,2023,Mayo,Papel/Carton,36.99,10,68.0,N/A,Ayuntamiento Tijuana / SEMARNAT
Chapultepec,Ensenada,Baja California,2023,Diciembre,Mixto,11.22,14,72.0,N/A,Ayuntamiento Tijuana / SEMARNAT
Camino Verde,Ensenada,Baja California,2021,Enero,Mixto,7.22,16,95.7,N/A,Ayuntamiento Tijuana / SEMARNAT
Camino Verde,Ensenada,Baja California,2021,Abril,Vidrio,18.33,11,66.8,N/A,Ayuntamiento Tijuana / SEMARNAT
Camino Verde,Ensenada,Baja California,2021,Junio,Metal,35.09,3,94.9,N/A,Ayuntamiento Tijuana / SEMARNAT
Camino Verde,Ensenada,Baja California,2021,Diciembre,Mixto,10.0,16,78.6,N/A,Ayuntamiento Tijuana / SEMARNAT
Camino Verde,Ensenada,Baja California,2022,Junio,Vidrio,9.82,12,65.9,N/A,Ayuntamiento Tijuana / SEMARNAT
Camino Verde,Ensenada,Baja California,2022,Abril,Mixto,30.08,14,87.6,N/A,Ayuntamiento Tijuana / SEMARNAT
Camino Verde,Ensenada,Baja California,2022,Noviembre,Organico,34.62,15,65.8,N/A,Ayuntamiento Tijuana / SEMARNAT
Camino Verde,Ensenada,Baja California,2022,Octubre,Metal,16.0,17,84.8,N/A,Ayuntamiento Tijuana / SEMARNAT
Camino Verde,Ensenada,Baja California,2023,Julio,Mixto,14.04,14,91.0,N/A,Ayuntamiento Tijuana / SEMARNAT
Camino Verde,Ensenada,Baja California,2023,Mayo,Papel/Carton,40.77,13,67.0,N/A,Ayuntamiento Tijuana / SEMARNAT
Camino Verde,Ensenada,Baja California,2023,Diciembre,Papel/Carton,42.65,19,75.0,N/A,Ayuntamiento Tijuana / SEMARNAT
Camino Verde,Ensenada,Baja California,2023,Octubre,Sanitario,22.12,16,66.9,N/A,Ayuntamiento Tijuana / SEMARNAT
El Cipres,Ensenada,Baja California,2021,Enero,Organico,0.81,1,91.3,N/A,Ayuntamiento Tijuana / SEMARNAT
El Cipres,Ensenada,Baja California,2021,Marzo,Metal,27.32,6,88.1,N/A,Ayuntamiento Tijuana / SEMARNAT
El Cipres,Ensenada,Baja California,2021,Septiembre,Organico,42.0,7,85.2,N/A,Ayuntamiento Tijuana / SEMARNAT
El Cipres,Ensenada,Baja California,2021,Abril,Mixto,4.07,14,68.6,N/A,Ayuntamiento Tijuana / SEMARNAT
El Cipres,Ensenada,Baja California,2022,Abril,Organico,43.22,16,87.9,N/A,Ayuntamiento Tijuana / SEMARNAT
El Cipres,Ensenada,Baja California,2022,Julio,Mixto,24.52,9,69.1,N/A,Ayuntamiento Tijuana / SEMARNAT
El Cipres,Ensenada,Baja California,2022,Febrero,Plastico,42.33,6,74.7,N/A,Ayuntamiento Tijuana / SEMARNAT
El Cipres,Ensenada,Baja California,2022,Agosto,Sanitario,28.0,10,95.8,N/A,Ayuntamiento Tijuana / SEMARNAT
El Cipres,Ensenada,Baja California,2023,Mayo,Plastico,0.95,1,87.2,N/A,Ayuntamiento Tijuana / SEMARNAT
El Cipres,Ensenada,Baja California,2023,Febrero,Metal,9.85,2,60.6,N/A,Ayuntamiento Tijuana / SEMARNAT
El Cipres,Ensenada,Baja California,2023,Agosto,Plastico,8.77,5,96.5,N/A,Ayuntamiento Tijuana / SEMARNAT
